commit,sev_high,sev_med,sev_low,conf_high,conf_med,conf_low,cwe
39b4692525acfffdfba8e12ee674d9590b02b19f,0,1,3078,3018,61,0,"703,259,78,330,605"
15afe2e301d06a64a356181a4e7216818316e731,0,1,3078,3018,61,0,"703,259,78,330,605"
03b24b5a524dc6b27e10a58dac9538b737f0defa,0,1,3078,3018,61,0,"703,259,78,330,605"
3aeaa0a6a826466669d9faf13762524ee795e8b2,0,1,3078,3018,61,0,"703,259,78,330,605"
5cbb81cc2686c50e1fe6da48986fac0498a157dd,0,1,3078,3018,61,0,"703,259,78,330,605"
eea196f4a505c2584fafda691f2a0033c4db6622,0,1,3078,3018,61,0,"703,259,78,330,605"
126a9b33c92113748de4398c0bcb65600024b03c,0,1,3078,3018,61,0,"703,259,78,330,605"
57a9a64435351717ca5a29304cd7736de755c9b0,0,1,3078,3018,61,0,"703,259,78,330,605"
ad33193f2c3d7732e804d0d5abdd08ab2ad4796d,0,1,3078,3018,61,0,"703,259,78,330,605"
c6c45ae488aea220450e2b9223075f1eb621172b,0,1,3078,3018,61,0,"703,259,78,330,605"
828079cb6ea89a27c2aabf8f66ec9af94f496322,0,1,3078,3018,61,0,"703,259,78,330,605"
4740ccdcceb23ef825803421a64adbf36d5a84f3,0,1,3078,3018,61,0,"703,259,78,330,605"
49b18c87a0b98f36abc6962fc55a3b7bc151e51e,0,1,3078,3018,61,0,"703,259,78,330,605"
42a3b1526e771d81d0b90c7bccce2d097a7a7b2c,0,1,3078,3018,61,0,"703,259,78,330,605"
83332ff9b272d5df8e6e979e1cbd3e72ee5b2e84,0,1,3078,3018,61,0,"703,259,78,330,605"
8cde8dc2a9e02dd70746a11dd906909449749b44,0,1,3078,3018,61,0,"703,259,78,330,605"
e86ef5e57d17be4e868b495102961b59844bd879,0,1,3078,3018,61,0,"703,259,78,330,605"
8a6d81afad05ad57efbce7d72bf5d803029b93bc,0,1,3078,3018,61,0,"703,259,78,330,605"
f9352c18de97dc8867e69c3a0695092495c2ff1f,0,1,3078,3018,61,0,"703,259,78,330,605"
38d409dd67513de0983814f7b5e1918c6ed1521e,0,1,3078,3018,61,0,"703,259,78,330,605"
e814707cd1daebcdd765e80a35316f8316496b30,0,1,3078,3018,61,0,"703,259,78,330,605"
640a5b6fc3204e953ae82bb99c66d7c0995c5e44,0,1,3078,3018,61,0,"703,259,78,330,605"
6e8da9d00a6df82edb1c0179d2c14f07818b378b,0,1,3078,3018,61,0,"703,259,78,330,605"
25ee2357d767eaaf46f334c4aecb2fd008703cdc,0,1,3078,3018,61,0,"703,259,78,330,605"
27d0ccc11cd3621890d24cac0d9236cb4b040081,0,1,3078,3018,61,0,"703,259,78,330,605"
b6b031b456d825fd8378d280d5d7d7c167784bb6,0,1,3078,3018,61,0,"703,259,78,330,605"
495ff5baa9694c773015abfaaf233a5b74ceaec5,0,1,3078,3018,61,0,"703,259,78,330,605"
50b307c9f68ad9a966e86d7f62c82d476abd0cc5,0,1,3078,3018,61,0,"703,259,78,330,605"
2bb94fb90bccd4a0545b477b67f6076ba2e2945c,0,1,3078,3018,61,0,"703,259,78,330,605"
2d7d5dafb0ad59c0a19f996a85ec1210f80a141e,0,1,3078,3018,61,0,"703,259,78,330,605"
701f5791d373ec82f3660b9d94b97574d4fbddbe,0,1,3078,3018,61,0,"703,259,78,330,605"
eee8d4c58a6620f240564655d11b355d3945f802,0,1,3078,3018,61,0,"703,259,78,330,605"
0c24d0607b843027b827b556beef5ead7eb61695,0,1,3078,3018,61,0,"703,259,78,330,605"
f97c8de41a401ce04ef1c5e8f7891f01b54b0261,0,1,3078,3018,61,0,"703,259,78,330,605"
52c1488a372f1c5808429aebc1fbbfd7ca2ba6be,0,1,3078,3018,61,0,"703,259,78,330,605"
3958e5a113fbe9b80e24b46b6d91334ec842beb7,0,1,3078,3018,61,0,"703,259,78,330,605"
fb19d9895d1b4ca2baf1695204c0f9753ed737fe,0,1,3078,3018,61,0,"703,259,78,330,605"
ae724b05ceef1a7d62a8aa549fc9dc34c9bd3ad9,0,1,3078,3018,61,0,"703,259,78,330,605"
c73e895b8639b6d69e3ff1849825c03b9a8e7b60,0,1,3078,3018,61,0,"703,259,78,330,605"
0310af3557ef1fba1d2487f929c5080180642e4b,0,1,3078,3018,61,0,"703,259,78,330,605"
633ed1d8aff74a2575512d95c644ba9f2084b801,0,1,3078,3018,61,0,"703,259,78,330,605"
133fe8170aeb9b82a8fb1aa6381119323876794b,0,1,3078,3018,61,0,"703,259,78,330,605"
df8f281674a1aec51d98ab74b6d8073bcc298ab0,0,1,3078,3018,61,0,"703,259,78,330,605"
7128971f1d61e2e1e6f220a5f66baa925b635278,0,1,3078,3018,61,0,"703,259,78,330,605"
55f8a446c7c02ac6bb26e7adcdeb5ade2408a0ba,0,1,3078,3018,61,0,"703,259,78,330,605"
83ab6ac95797395b5664626b66d1c3f1f5b0e8dc,0,1,3078,3018,61,0,"703,259,78,330,605"
3d02a920ab7c4b2d26bab67b10e35fc90a923ce1,0,1,3078,3018,61,0,"703,259,78,330,605"
1b00f8ae7821353cc9657797c475e2c0d9acd423,0,1,3078,3018,61,0,"703,259,78,330,605"
d97647fd572169cf0434919464de5406057e32f4,0,1,3078,3018,61,0,"703,259,78,330,605"
9667ce87a908eecc2be2a215adcb55c7e1b38040,0,1,3078,3018,61,0,"703,259,78,330,605"
